ID,COMPLAINDATE,COMPLETIONDATE,LASTNAME,FIRSTNAME,GENDER,BROKERFULLNAME,COMMISSIONSCHEME,DESCRIPTION_CATEGORIES,REGION,DESCRIPTION_STATUS,STATE,PRODUCT,DESCRIPTION_PRIORITIES,DESCRIPTION_SOURCE,DESCRIPTION_TYPE
5344,2/17/2016,3/29/2016,Bobby,Holmes,MALE,Johnny Murray,No Commission,UPDATE REQUEST,,CLOSED,,BNM-036,Non Urgent,Company HQ,Email
5345,2/17/2016,2/19/2016,Joan,Green,FEMALE,Gerald Richards,Comm-9,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,CAS-015,Non Urgent,Bank Branch,Written
5347,2/17/2016,2/18/2016,Donna,Torres,FEMALE,Jesse Williamson,Comm-2,UPDATE REQUEST,,CLOSED,,CAS-013,Non Urgent,Company HQ,Email
5348,2/18/2016,3/28/2016,Howard,Carter,MALE,Samuel Clark,Bonus Based,UPDATE REQUEST,,CLOSED,,CAS-012,Non Urgent,Company HQ,Fax
5349,2/18/2016,2/18/2016,Michael,Snyder,MALE,Stephen Welch,Comm-5,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,MOT-008,Non Urgent,CRO,Email
5350,2/18/2016,4/1/2016,Debra,Rose,FEMALE,Steve George,Comm-5,LOW DISCOUNT,,CLOSED,,BNM-039,Non Urgent,Bank Branch,Written
5351,2/18/2016,4/4/2016,Catherine,Watkins,FEMALE,John Owens,Comm-6,UPDATE REQUEST,,CLOSED,,OOT-061,Non Urgent,Company HQ,Email
5352,2/18/2016,3/28/2016,Jose,Spencer,MALE,Robert Mason,Comm-8,LOW DISCOUNT,,CLOSED,,CAS-077,Non Urgent,CRO,Written
5353,2/8/2016,4/4/2016,Gregory,Green,MALE,Lawrence Willis,No Commission,LOW DISCOUNT,,CLOSED,,LBL-074,Non Urgent,Bank Branch,Written
5354,2/18/2016,3/29/2016,Irene,Stanley,FEMALE,Shawn Reed,Comm-2,LOW DISCOUNT,,CLOSED,,CAS-017,Non Urgent,Bank Branch,Written
5355,2/19/2016,2/22/2016,Sara,Powell,FEMALE,Alan Howard,Comm-3,UPDATE REQUEST,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
5356,2/19/2016,3/29/2016,Nicole,Rogers,FEMALE,Alan Owens,Comm-4,UPDATE REQUEST,,CLOSED,,BNM-039,Non Urgent,Company HQ,Fax
5357,2/19/2016,2/23/2016,Bruce,Alvarez,MALE,Ernest Sanders,Comm-2,UPDATE REQUEST,,CLOSED,,HOC-049,Non Urgent,Company HQ,Email
5358,2/19/2016,3/7/2016,Stephen,Ramirez,MALE,Chris Kelly,Comm-5,EMAK TRANSPORT,,CLOSED,,HOC-054,Non Urgent,Company HQ,Written
5359,2/17/2016,4/5/2016,Charles,Ortiz,MALE,Ernest Rice,Bonus Based,PAYMENT POLICY,,CLOSED,,CAS-022,Non Urgent,Company HQ,Written
5360,2/22/2016,4/7/2016,Andrew,Watson,MALE,Jeffrey Jenkins,Comm-8,LOW DISCOUNT,,CLOSED,,HOC-050,Non Urgent,Bank Branch,Written
5361,2/22/2016,2/25/2016,Sara,Weaver,FEMALE,Douglas Jordan,Bonus Based,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAP-070,Non Urgent,Bank Branch,Written
5362,2/17/2016,3/9/2016,Evelyn,Weaver,FEMALE,John Martin,No Commission,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,MOT-008,Non Urgent,Bank Branch,In person
5363,2/22/2016,3/3/2016,Janice,Moreno,FEMALE,Harry Ford,Comm-2,LOW DISCOUNT,,CLOSED,,HHC-058,Non Urgent,Bank Branch,Written
5364,2/22/2016,3/29/2016,Philip,Ford,MALE,Wayne Gonzalez,Comm-7,UPDATE REQUEST,,CLOSED,,BNM-034,Non Urgent,Company HQ,Fax
5365,2/22/2016,4/4/2016,Mark,West,MALE,Gregory Perez,Comm-3,UPDATE REQUEST,,CLOSED,,CAS-017,Non Urgent,Company HQ,Fax
5366,2/22/2016,3/22/2016,Alice,Lawson,FEMALE,Dennis Bishop,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,CAS-021,Non Urgent,Bank Branch,In person
5367,2/22/2016,3/29/2016,Carlos,Hansen,MALE,Jeremy Mendoza,Comm-2,LOW DISCOUNT,,CLOSED,,MOT-009,Non Urgent,Bank Branch,Email
5368,2/23/2016,5/16/2016,Phyllis,Williamson,FEMALE,Ralph Alvarez,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HHC-078,Non Urgent,Company HQ,Written
5370,2/23/2016,3/4/2016,Tina,Frazier,FEMALE,Brian Oliver,No Commission,SELF-DETERMINED EXPRESSION OF INSURANCE,,CLOSED,,HOC-064,Non Urgent,Company HQ,Written
5371,2/23/2016,4/11/2016,Emily,Graham,FEMALE,Jose Morgan,Comm-5,EMAK TRANSPORT,,CLOSED,,CAS-067,Non Urgent,Bank Branch,Written
5372,2/23/2016,3/16/2016,Lawrence,Willis,MALE,Ryan Wells,Comm-6,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,BNM-038,Non Urgent,Company HQ,Written
5373,2/23/2016,4/25/2016,Phillip,Hill,MALE,Donald Garcia,Bonus Based,UPDATE REQUEST,,CLOSED,,HHC-063,Non Urgent,Company HQ,Email
5374,2/19/2016,3/4/2016,Harold,Baker,MALE,Gary Reed,Comm-7,SELF-DETERMINED EXPRESSION OF INSURANCE,,CLOSED,,CAS-067,Non Urgent,Company HQ,Written
5375,2/23/2016,3/10/2016,Sharon,Robinson,FEMALE,Phillip Fuller,Comm-2,POOR SERVICE,,CLOSED,,HOC-053,Non Urgent,Company HQ,Email
5376,2/22/2016,2/29/2016,Lillian,Lawson,FEMALE,Roger Robertson,No Commission,POOR SERVICE,,CLOSED,,CAP-029,Non Urgent,Bank Branch,In person
5377,2/23/2016,2/25/2016,Karen,Mitchell,FEMALE,Raymond Wood,Comm-3,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,CAS-014,Non Urgent,Bank Branch,Written
5378,2/23/2016,2/23/2016,William,Payne,MALE,Johnny Murray,No Commission,POOR SERVICE,,CLOSED,,CAS-067,Non Urgent,Bank Branch,Email
5379,2/24/2016,4/19/2016,David,Watson,MALE,Kevin Sanders,Bonus Based,DISCLAIMER OF DISMISSAL,,CLOSED,,BNM-039,Non Urgent,CRO,Written
5380,2/24/2016,3/21/2016,Camber ,,,Larry Castillo,Comm-9,UPDATE REQUEST,,CLOSED,,HOC-055,Non Urgent,Company HQ,Fax
5381,2/24/2016,3/3/2016,Jeremy,Day,MALE,Eugene Holmes,Bonus Based,UPDATE REQUEST,,CLOSED,,MOT-009,Non Urgent,Company HQ,Email
5382,2/24/2016,4/13/2016,Eric,Watson,MALE,Joshua Crawford,Comm-8,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,BNM-035,Non Urgent,Company HQ,Court Order
5383,2/24/2016,2/25/2016,Donald,Webb,MALE,Kevin Edwards,No Commission,UPDATE REQUEST,,CLOSED,,HOC-056,Non Urgent,Company HQ,Email
5384,2/24/2016,4/7/2016,Julia,Lawrence,FEMALE,Jerry Perry,Comm-5,POOR SERVICE,,CLOSED,,CAS-018,Non Urgent,Company HQ,Email
5385,2/24/2016,3/8/2016,Jose,Martin,MALE,Bobby Andrews,Comm-4,POOR SERVICE,,CLOSED,,CAS-019,Non Urgent,Company HQ,In person
5386,2/25/2016,4/1/2016,Steven,Anderson,MALE,Larry Walker,Comm-2,LOW DISCOUNT,,CLOSED,,CAP-024,Non Urgent,Company HQ,Written
5387,2/25/2016,4/4/2016,Gary,Stanley,MALE,Lawrence Stevens,Comm-2,EMAK TRANSPORT,,CLOSED,,HOC-054,Non Urgent,Company HQ,Written
5388,2/25/2016,4/1/2016,Catherine,Berry,FEMALE,Ronald Murphy,No Commission,EMAK TRANSPORT,,CLOSED,,HHC-078,Non Urgent,Company HQ,Written
5389,2/25/2016,4/8/2016,Lois,Woods,FEMALE,Eugene Holmes,Bonus Based,UPDATE REQUEST,,CLOSED,,MOT-010,Non Urgent,Company HQ,Written
5390,2/25/2016,3/4/2016,Jonathan,Howard,MALE,Keith Howell,Comm-2,POOR SERVICE,,CLOSED,,CAP-025,Non Urgent,Company HQ,Written
5391,2/25/2016,3/21/2016,Cheryl,Phillips,FEMALE,Sean Stanley,Comm-7,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HHC-078,Non Urgent,Company HQ,Written
5392,2/25/2016,2/26/2016,Sandra,Garcia,FEMALE,Carl Brown,No Commission,TERMS IN PRODUCT USE,,CLOSED,,CAP-025,Non Urgent,Company HQ,Email
5393,2/26/2016,3/10/2016,Terry,Freeman,MALE,Johnny Murray,No Commission,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,HOC-056,Non Urgent,Bank Branch,In person
5397,2/26/2016,4/26/2016,Bruce,Richardson,MALE,Ralph Bryant,Bonus Based,EMAK TRANSPORT,,CLOSED,,MOT-007,Non Urgent,Bank Branch,Written
5398,2/26/2016,3/17/2016,Catherine,Grant,FEMALE,Chris Dean,Bonus Based,UPDATE REQUEST,,CLOSED,,CAS-012,Non Urgent,Company HQ,Email
5399,2/26/2016,4/8/2016,Mary,Peterson,FEMALE,Todd Lane,No Commission,UPDATE REQUEST,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
5400,2/26/2016,3/21/2016,Carol,Armstrong,FEMALE,Thomas Stanley,Bonus Based,REGISTRATION FORM OF REGISTRATION,,CLOSED,,CAS-020,Non Urgent,Company HQ,Email
5401,2/26/2016,6/24/2016,Victor,Rose,MALE,Sean Martin,Comm-2,UPDATE REQUEST,,CLOSED,,HOC-049,Non Urgent,Company HQ,Email
5402,2/26/2016,4/8/2016,Betty,Rivera,FEMALE,Matthew Russell,Comm-2,UPDATE REQUEST,,CLOSED,,BNM-035,Non Urgent,Bank Branch,In person
5403,2/24/2016,2/25/2016,Anthony,Ward,MALE,Edward Evans,Bonus Based,CERTIFICATE OF CONTENTS,,CLOSED,,CAP-025,Non Urgent,Bank Branch,Email
5404,2/29/2016,2/29/2016,Randy,Berry,MALE,Bobby Russell,Comm-2,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,MOT-008,Non Urgent,Bank Branch,In person
5405,2/29/2016,4/1/2016,Stephen,Ross,MALE,Carl Elliott,Comm-2,EMAK TRANSPORT,,CLOSED,,CAS-022,Non Urgent,CRO,Written
5406,2/19/2016,3/2/2016,Gary,Nelson,MALE,Gary Williams,Comm-2,UPDATE REQUEST,,CLOSED,,CAS-013,Non Urgent,Company HQ,Written
5407,2/29/2016,3/8/2016,Lillian,Patterson,FEMALE,David Cox,Comm-9,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,BNM-036,Non Urgent,Bank Branch,Written
5408,2/29/2016,4/1/2016,Nicole,Austin,FEMALE,Eugene Cox,No Commission,UPDATE REQUEST,,CLOSED,,CAS-012,Non Urgent,Company HQ,Fax
5409,2/29/2016,4/19/2016,Jose,Payne,MALE,Gregory Lynch,Comm-5,UPDATE REQUEST,,CLOSED,,CAS-075,Non Urgent,Company HQ,Fax
5410,2/29/2016,3/4/2016,Jonathan,Mendoza,MALE,Samuel Clark,Bonus Based,UPDATE REQUEST,,CLOSED,,CAS-067,Non Urgent,Company HQ,Fax
5411,2/29/2016,4/25/2016,Michael,Garrett,MALE,Jack Knight,No Commission,EMAK TRANSPORT,,CLOSED,,BNM-034,Non Urgent,Company HQ,Email
5412,2/29/2016,3/21/2016,Harold,Chapman,MALE,Ronald Knight,Comm-8,DIFFERENCES IN PRICE POLITICS,,CLOSED,,CAP-023,Non Urgent,Bank Branch,Written
5413,2/29/2016,3/4/2016,Harry,Snyder,MALE,Bobby Garza,Comm-9,SECURITY PUBLISHING CONTRACT,,CLOSED,,LBL-045,Non Urgent,Bank Branch,In person
5414,3/1/2016,3/2/2016,Debra,Dixon,FEMALE,Philip Arnold,Bonus Based,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,MOT-008,Non Urgent,Bank Branch,Written
5415,3/1/2016,4/8/2016,Bruce,Castillo,MALE,Harold Williams,Bonus Based,UPDATE REQUEST,,CLOSED,,HOC-050,Non Urgent,Company HQ,Email
5416,3/1/2016,3/21/2016,Anna,Morris,FEMALE,Arthur Peters,Comm-8,UPDATE REQUEST,,CLOSED,,CAS-013,Non Urgent,Company HQ,Email
5417,3/1/2016,4/14/2016,Kathy,Stephens,FEMALE,Robert Palmer,Comm-7,UPDATE REQUEST,,CLOSED,,OOT-061,Non Urgent,Company HQ,Email
5418,3/2/2016,3/3/2016,Tammy,Carter,FEMALE,Robert Rodriguez,Bonus Based,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,CAP-024,Non Urgent,Bank Branch,In person
5419,3/2/2016,3/28/2016,Tina,Rodriguez,FEMALE,Justin Bennett,Bonus Based,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAP-068,Non Urgent,Company HQ,Court Order
5420,3/2/2016,3/24/2016,Shawn,Young,MALE,Jason Palmer,Comm-2,IGNORANCE OF EXISTENCE,,CLOSED,,CAS-015,Non Urgent,Company HQ,Written
5421,3/2/2016,3/28/2016,Betty,Wright,FEMALE,David Harper,Comm-8,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-066,Non Urgent,Company HQ,Court Order
5422,3/1/2016,3/7/2016,Kenneth,Mccoy,MALE,Gary Hill,Comm-9,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,CAP-071,Non Urgent,CRO,Written
5423,3/1/2016,3/2/2016,Jean,Bell,FEMALE,Ernest Collins,Comm-2,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAP-070,Non Urgent,CRO,Written
5424,3/2/2016,3/3/2016,Ernest,Chavez,MALE,George Davis,Bonus Based,USE OF OTHER / OTHER EXPENSES,,CLOSED,,CAS-066,Non Urgent,Bank HQ,Phone
5425,3/3/2016,4/11/2016,Roy,Wright,MALE,Kenneth Morris,Bonus Based,EMAK TRANSPORT,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
5426,2/23/2016,3/3/2016,Susan,Moreno,FEMALE,Phillip Foster,Comm-2,DIFFERENCES IN PRICE POLITICS,,CLOSED,,HOC-056,Non Urgent,Company HQ,Email
5427,3/3/2016,3/3/2016,Ryan,Green,MALE,Peter Burns,Comm-9,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,CAP-025,Non Urgent,Bank Branch,In person
5428,3/3/2016,3/23/2016,Andrew,Chapman,MALE,Anthony Collins,Comm-8,POOR SERVICE,,CLOSED,,MOT-011,Non Urgent,Company HQ,Written
5429,3/1/2016,3/28/2016,Willie,Richards,MALE,Justin Lynch,Comm-2,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,LBL-044,Non Urgent,Company HQ,Written
5430,3/4/2016,4/8/2016,Eugene,White,MALE,Peter Day,Comm-3,UPDATE REQUEST,,CLOSED,,HOC-048,Non Urgent,Company HQ,Email
5431,3/4/2016,3/4/2016,Nancy,Allen,FEMALE,Benjamin Sullivan,Comm-7,UPDATE REQUEST,,CLOSED,,HOC-050,Non Urgent,Bank Branch,Email
5432,3/4/2016,4/8/2016,Todd,Rogers,MALE,Charles Ortiz,Comm-5,UPDATE REQUEST,,CLOSED,,BNM-033,Non Urgent,Company HQ,Email
5433,3/4/2016,3/30/2016,Heather,Jones,FEMALE,Charles Castillo,Comm-2,UPDATE REQUEST,,CLOSED,,CAS-016,Non Urgent,Company HQ,Email
5434,3/3/2016,3/9/2016,Diana,Mccoy,FEMALE,Aaron Collins,Bonus Based,POOR SERVICE,,CLOSED,,CAP-029,Non Urgent,Company HQ,Email
5435,3/7/2016,4/11/2016,Daniel,Riley,MALE,David Fox,Bonus Based,LOW DISCOUNT,,CLOSED,,LBL-043,Non Urgent,Bank Branch,Written
5436,3/4/2016,3/24/2016,Johnny,Welch,MALE,Jose Spencer,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,BNM-032,Non Urgent,Company HQ,Written
5437,3/7/2016,4/6/2016,James,Williams,MALE,Kevin Owens,No Commission,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-028,Non Urgent,CRO,Written
5438,3/4/2016,3/16/2016,Cynthia,Carter,FEMALE,Willie Ortiz,Bonus Based,POOR SERVICE,,CLOSED,,CAS-066,Non Urgent,Company HQ,Written
5439,3/7/2016,4/15/2016,Ryan,Mccoy,MALE,Gary Wagner,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,LBL-044,Non Urgent,CRO,Written
5440,3/7/2016,4/25/2016,Sean,Dixon,MALE,Aaron Howard,Bonus Based,LOW DISCOUNT,,CLOSED,,BNM-030,Non Urgent,Company HQ,Written
5441,3/7/2016,3/7/2016,Marilyn,James,FEMALE,Justin Knight,Comm-2,UPDATE REQUEST,,CLOSED,,HOC-055,Non Urgent,Company HQ,Email
5442,3/7/2016,4/8/2016,Alice,Ferguson,FEMALE,Raymond Moreno,Comm-2,UPDATE REQUEST,,CLOSED,,CAP-026,Non Urgent,Company HQ,Email
5443,3/7/2016,4/14/2016,Michael,Kelley,MALE,Justin Berry,No Commission,UPDATE REQUEST,,CLOSED,,HHC-063,Non Urgent,Company HQ,Fax
5444,3/4/2016,3/16/2016,Julie,Nichols,FEMALE,Joshua Cooper,Comm-4,SELF-DETERMINED EXPRESSION OF INSURANCE,,CLOSED,,FPT-060,Non Urgent,Company HQ,Written
5445,3/8/2016,4/25/2016,Arthur,Stevens,MALE,Ralph Ferguson,Comm-2,LOW DISCOUNT,,CLOSED,,BNM-041,Non Urgent,Company HQ,Written
5446,3/8/2016,3/16/2016,David,Murphy,MALE,Lawrence Stevens,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-020,Non Urgent,Company HQ,Written
5447,3/8/2016,3/16/2016,Skinfix_ Corp,,,Jonathan Duncan,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,MOT-009,Non Urgent,Company HQ,Phone
5448,3/8/2016,5/18/2016,Steven,Cox,MALE,Martin Franklin,Comm-7,EMAK TRANSPORT,,CLOSED,,CAS-067,Non Urgent,Bank Branch,Written
5449,3/8/2016,3/11/2016,Margaret,Barnes,FEMALE,Ralph Hall,Comm-2,UPDATE REQUEST,,CLOSED,,BNM-036,Non Urgent,Company HQ,Email
5450,3/8/2016,3/9/2016,Janet,Greene,FEMALE,Benjamin Austin,Comm-7,SECURITY PUBLISHING CONTRACT,,CLOSED,,PNM-002,Non Urgent,Bank Branch,Written
5451,3/8/2016,4/26/2016,Ronald,Perez,MALE,Keith Kim,No Commission,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,CAP-027,Non Urgent,Company HQ,Written
5453,3/8/2016,4/28/2016,Amy,Mcdonald,FEMALE,Jonathan Brooks,Comm-9,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,CAP-068,Non Urgent,Company HQ,Written
5454,3/9/2016,3/22/2016,Larry,Palmer,MALE,Nicholas Jacobs,Comm-4,LOW DISCOUNT,,CLOSED,,BNM-036,Non Urgent,Bank Branch,In person
5455,3/10/2016,4/5/2016,Benjamin,Schmidt,MALE,Sean Anderson,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),,CLOSED,,MOT-011,Non Urgent,Company HQ,Written
5456,3/10/2016,4/15/2016,Emily,Hart,FEMALE,David Rodriguez,Bonus Based,IGNORANCE OF EXISTENCE,,CLOSED,,HHC-078,Non Urgent,Company HQ,Written
5457,3/10/2016,3/11/2016,Joshua,Carroll,MALE,Harry Mason,Comm-2,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,CAS-016,Non Urgent,Bank Branch,Written
5458,3/10/2016,3/16/2016,Michelle,Wood,FEMALE,Matthew Rivera,Comm-2,CERTIFICATE OF CONTENTS,,CLOSED,,CAS-072,Non Urgent,Company HQ,Fax
5459,3/10/2016,3/10/2016,Stephen,Simmons,MALE,Albert Harvey,Comm-7,MODIFICATION REQUEST,,CLOSED,,HOC-051,Non Urgent,Company HQ,Email
5460,3/11/2016,4/1/2016,Jacqueline,Murphy,FEMALE,Ronald Reed,Comm-4,EMAK TRANSPORT,,CLOSED,,CAS-075,Non Urgent,Bank Branch,Written
5461,3/11/2016,4/12/2016,Richard,Smith,MALE,Joseph Medina,Comm-4,UPDATE REQUEST,,CLOSED,,CAP-071,Non Urgent,Company HQ,Fax
5462,3/10/2016,3/11/2016,Bruce,Mitchell,MALE,Eric Nguyen,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,CAS-017,Non Urgent,Bank Branch,In person
5463,3/11/2016,4/4/2016,Joyce,Harper,FEMALE,Nicholas Jacobs,Comm-4,UPDATE REQUEST,,CLOSED,,HHC-063,Non Urgent,Company HQ,Email
5464,3/11/2016,4/25/2016,Cheryl,Payne,FEMALE,Charles Castillo,Comm-2,LOW DISCOUNT,,CLOSED,,HOC-053,Non Urgent,Company HQ,Written
5465,3/11/2016,3/21/2016,Michael,Ortiz,MALE,Andrew Bowman,No Commission,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-039,Non Urgent,Bank HQ,Phone
5466,3/10/2016,3/18/2016,Russell,Morgan,MALE,Patrick Peterson,Comm-6,SECURITY CONTRACT AGENCY SAINT,,CLOSED,,CAP-028,Non Urgent,Call Center,Phone
5467,3/11/2016,5/18/2016,Harry,Kelley,MALE,Harold George,No Commission,EMAK TRANSPORT,,CLOSED,,CAS-065,Non Urgent,Company HQ,Written
5469,3/16/2016,3/18/2016,Annie,Robertson,FEMALE,Howard Wright,Comm-7,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,BNM-035,Non Urgent,Bank Branch,Written
5470,3/16/2016,5/17/2016,Brian,Tucker,MALE,Victor Reid,Bonus Based,EMAK TRANSPORT,,CLOSED,,CAS-075,Non Urgent,Company HQ,Written
5471,3/16/2016,3/18/2016,Bruce,Ortiz,MALE,Steven Fuller,Bonus Based,DISCLAIMER OF DISMISSAL,,CLOSED,,CAS-077,Non Urgent,Bank Branch,In person
5472,3/2/2016,3/16/2016,Andrea,Lane,FEMALE,Thomas Sanders,Comm-3,MODIFICATION REQUEST,,CLOSED,,CAS-015,Non Urgent,Company HQ,Email
5473,3/16/2016,5/17/2016,Shirley,Ramirez,FEMALE,Randy Howell,Comm-4,EMAK TRANSPORT,,CLOSED,,LBL-074,Non Urgent,Bank Branch,Written
5474,3/17/2016,3/18/2016,Charles,Ortiz,MALE,Howard Arnold,Comm-6,POWER FOR PRESENTATION OR WRONG,,CLOSED,,PNM-001,Non Urgent,Bank HQ,Phone
5475,3/17/2016,4/7/2016,Dennis,Bryant,MALE,Martin Day,No Commission,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,,CLOSED,,BNM-039,Non Urgent,Bank Branch,Written
5476,3/17/2016,5/11/2016,Lori,Castillo,FEMALE,Jose Rogers,Bonus Based,UPDATE REQUEST,,CLOSED,,CAS-072,Non Urgent,Company HQ,Fax
5477,3/16/2016,4/13/2016,Frank,Young,MALE,Robert Mason,Comm-8,CERTIFICATE OF CONTENTS,,CLOSED,,MOT-010,Non Urgent,Company HQ,In person
5478,3/18/2016,4/18/2016,Craig,Grant,MALE,Ernest Russell,No Commission,LOW DISCOUNT,,CLOSED,,LOL-046,Non Urgent,Bank Branch,Written
5479,3/16/2016,3/21/2016,Theresa,Peterson,FEMALE,James Freeman,Comm-4,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,,CLOSED,,HOC-047,Non Urgent,CRO,Phone
5482,3/18/2016,4/27/2016,Rose,Woods,FEMALE,Scott Fox,Comm-8,CONCLUSION HELLIPIS SERVICE FROM EXECUTIVE / EXTERNAL COOPERATIVE,,CLOSED,,CAS-022,Non Urgent,Company HQ,Written
5483,3/21/2016,4/27/2016,Keith,Martin,MALE,Kevin Butler,Comm-8,LOW DISCOUNT,,CLOSED,,CAS-021,Non Urgent,Company HQ,Email
5484,3/21/2016,3/24/2016,Joseph,Hudson,MALE,Todd Hawkins,Bonus Based,PAYMENT POLICY,,CLOSED,,HOC-053,Non Urgent,Bank HQ,Phone
5485,3/21/2016,3/30/2016,Jimmy,Henderson,MALE,Jeremy Mendoza,Comm-2,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
5486,3/22/2016,3/24/2016,Paul,Sanchez,MALE,Robert Rodriguez,Bonus Based,DISCLAIMER / DETERMINATION OF COMPLETION OF ANOTHER COMPANY CONTENT,,CLOSED,,HOC-050,Non Urgent,CRO,Written
5487,3/22/2016,4/1/2016,Denise,Rivera,FEMALE,Victor Robertson,No Commission,LOW DISCOUNT,,CLOSED,,CAP-025,Non Urgent,Company HQ,Written
5488,3/22/2016,4/25/2016,George,Green,MALE,Roger Richards,No Commission,UPDATE REQUEST,,CLOSED,,CAP-024,Non Urgent,Company HQ,Written
5489,3/22/2016,4/21/2016,Jason,Garrett,MALE,Mark Moore,Bonus Based,UPDATE REQUEST,,CLOSED,,MMP-005,Non Urgent,Company HQ,Written
5490,3/22/2016,4/19/2016,Kevin,Bell,MALE,Ryan Reid,Comm-7,LOW DISCOUNT,,CLOSED,,HOC-051,Non Urgent,Company HQ,Written
5491,3/22/2016,3/28/2016,Lori,Owens,FEMALE,Patrick Ruiz,Comm-2,POWER FOR PRESENTATION OR WRONG,,CLOSED,,BNM-035,Non Urgent,Bank Branch,Phone
5492,3/22/2016,5/19/2016,Ruth,King,FEMALE,Nicholas Hawkins,Comm-7,POWER FOR PRESENTATION OR WRONG,,CLOSED,,HOC-056,Non Urgent,Bank Branch,Written
5493,3/23/2016,4/15/2016,Norma,Torres,FEMALE,David Burns,Comm-8,UPDATE REQUEST,,CLOSED,,HOC-050,Non Urgent,Company HQ,Fax
5494,3/18/2016,4/4/2016,Janice,Gilbert,FEMALE,Bruce Burns,Comm-3,CONTRACT-MAINTENANCE DEVELOPMENT,,CLOSED,,LBL-045,Non Urgent,Company HQ,Written
5495,3/22/2016,5/20/2016,Stephen,Lee,MALE,Ronald Murphy,No Commission,DISCLAIMER OF DISMISSAL,,CLOSED,,CAP-070,Non Urgent,Company HQ,Court Order
5496,3/23/2016,4/11/2016,Ronald,Jones,MALE,Ronald Stanley,Comm-3,DISCLAIMER OF DISMISSAL,,CLOSED,,MMP-005,Non Urgent,Company HQ,Written
5497,3/15/2016,3/24/2016,Norma,Cox,FEMALE,Peter Reynolds,Comm-2,UPDATE REQUEST,,CLOSED,,LBL-074,Non Urgent,Company HQ,Email
5498,3/24/2016,4/8/2016,Randy,Black,MALE,Daniel Stone,Comm-3,SECURITY PUBLISHING CONTRACT,,CLOSED,,CAS-077,Non Urgent,Company HQ,Written
